mes_proCodigoProvincia,mes_depCodigoDepartamento,mes_munCodigoMunicipio,mesCodigoCircuito,mesCodigoMesa,mesCodSexo,mesEstado,mesVotosValidos,mesVotosPositivos,mesVotosEnBlanco,mesVotosNulos,mesVotosRecurridos,mesVotosImpugnados,mesElectores,mesTotalVotantes,mesVotosEscrutar,mesVotosPreferencia
"20","007","007","0018 ","0539","X",1,246,206,40,1,0,0,303,247,,
"20","007","007","0018 ","0540","X",1,221,190,31,2,0,0,300,223,,
"20","007","007","0018 ","0541","X",1,235,186,49,0,0,0,301,235,,
"20","007","007","0018 ","0542","X",1,180,136,44,2,0,0,300,246,,
"20","007","007","0018 ","0543","X",1,217,186,31,2,0,0,304,228,,
"20","007","007","0018 ","0544","X",1,222,185,37,2,1,0,300,215,,
"20","007","007","0018 ","0545","X",1,226,190,36,4,2,0,302,232,,
"20","007","007","0018 ","0546","X",1,242,195,47,2,0,0,300,244,,
"20","007","007","0018 ","0547","X",1,236,201,35,1,0,0,301,237,,
"20","007","007","0018 ","0548","X",1,222,188,34,4,0,0,301,226,,
"20","007","007","0018 ","0549","X",1,157,117,40,2,0,0,301,0,,
"20","007","007","0018 ","0550","X",1,240,200,40,2,0,0,299,239,,
"20","007","007","0018 ","0551","X",1,226,198,28,4,0,0,302,231,,
"20","007","007","0018 ","0552","X",1,227,190,37,2,1,0,300,0,,
"20","007","007","0018 ","0553","X",1,217,182,35,2,0,0,302,219,,
"20","007","007","0018 ","0554","X",1,226,187,39,1,0,0,298,226,,
"20","007","007","0018 ","0555","X",1,233,204,29,1,0,0,299,234,,
"20","007","007","0018 ","0556","X",1,240,196,44,6,0,0,301,0,,
"20","007","007","0018 ","0557","X",1,198,170,28,4,0,0,301,0,,
"20","007","007","0018 ","0558","X",1,246,196,50,2,0,0,301,248,,
"20","007","007","0018 ","0559","X",1,237,183,54,4,0,0,301,241,,
"20","007","007","0018 ","0560","X",1,215,185,30,8,0,0,300,233,,
"20","007","007","0018 ","0561","X",1,234,179,55,5,2,0,301,241,,
"20","007","007","0018 ","0562","X",1,232,193,39,3,0,0,302,235,,
"20","007","007","0018 ","0563","X",1,206,173,33,4,1,0,301,211,,
"20","007","007","0018 ","0564","X",1,232,200,32,2,0,0,301,234,,
"20","007","007","0018 ","0565","X",1,219,172,47,2,0,0,301,226,,
"20","007","007","0018 ","0566","X",1,227,197,30,1,0,0,303,228,,
"20","007","007","0018 ","0567","X",1,228,189,39,2,0,0,300,239,,
"20","007","007","0018 ","0568","X",1,226,192,34,2,0,0,301,228,,
"20","007","007","0018 ","0569","X",1,230,206,24,0,0,0,302,230,,
"20","007","007","0018 ","0570","X",1,231,203,28,4,0,0,302,235,,
"20","007","007","0018 ","0571","X",1,234,201,33,0,0,0,298,237,,
"20","007","007","0018 ","0572","X",1,240,194,46,2,0,0,301,242,,
"20","007","007","0018 ","0573","X",1,238,199,39,2,0,0,301,240,,
"20","007","007","0018 ","0574","X",1,232,189,43,0,0,0,301,232,,
"20","007","007","0018 ","0575","X",1,227,190,37,1,0,0,301,227,,
"20","007","007","0018 ","0576","X",1,218,170,48,2,0,0,301,221,,
"20","007","007","0018 ","0577","X",1,244,201,43,7,0,0,301,251,,
"20","007","007","0018 ","0578","X",1,232,186,46,4,0,0,300,236,,
"20","007","007","0018 ","0579","X",1,232,194,38,2,0,0,302,234,,
"20","007","007","0018 ","0580","X",1,227,192,35,4,0,0,300,231,,
"20","007","007","0018 ","0581","X",1,226,190,36,2,0,0,299,228,,
"20","007","007","0018 ","0582","X",1,223,199,24,3,0,0,301,0,,
"20","007","007","0018 ","0583","X",1,227,184,43,2,0,0,303,229,,
"20","007","007","0018 ","0584","X",1,224,198,26,2,0,0,300,0,,
"20","007","007","0018 ","0585","X",1,247,214,33,0,0,0,301,247,,
"20","007","007","0018 ","0586","X",1,239,198,41,0,0,0,302,0,,
"20","007","007","0018 ","0587","X",1,216,176,40,4,0,0,300,218,,
"20","007","007","0018 ","0588","X",1,210,210,0,0,0,0,302,249,,
"20","007","007","0018 ","0589","X",1,237,201,36,1,0,0,301,0,,
"20","007","007","0018 ","0590","X",1,231,195,36,3,0,0,301,237,,
"20","007","007","0018 ","0591","X",1,237,205,32,1,0,0,304,232,,
"20","007","007","0018 ","0592","X",1,231,188,43,2,0,0,300,233,,
"20","007","007","0018 ","0593","X",1,215,178,37,3,0,0,304,218,,
"20","007","007","0018 ","0594","X",1,241,188,53,0,0,0,301,0,,
"20","007","007","0018 ","0595","X",1,244,205,39,5,1,0,302,250,,
"20","007","007","0018 ","0596","X",1,241,184,57,0,0,0,300,240,,
"20","007","007","0018 ","0597","X",1,235,192,43,0,0,0,303,234,,
"20","007","007","0018 ","0598","X",1,230,178,52,1,0,0,301,231,,
"20","007","007","0018 ","0599","X",1,227,194,33,2,0,0,301,229,,
"20","007","007","0018 ","0600","X",1,229,187,42,5,0,0,301,244,,
"20","007","007","0018 ","0601","X",1,257,214,43,4,0,0,306,261,,
"20","007","007","0018 ","0602","X",1,246,199,47,4,0,0,303,250,,
"20","007","007","0018 ","0603","X",1,241,188,53,2,0,0,301,243,,
"20","007","007","0018 ","0604","X",1,219,178,41,3,0,0,304,0,,
"20","007","007","0018 ","0605","X",1,238,201,37,1,0,0,302,239,,
"20","007","007","0018 ","0606","X",1,222,195,27,2,0,0,302,224,,
"20","007","007","0018 ","0607","X",1,237,202,35,2,0,0,301,239,,
"20","007","007","0018 ","0608","X",1,240,215,25,3,0,0,302,243,,
"20","007","007","0018 ","0609","X",1,226,198,28,3,1,0,302,230,,
"20","007","007","0018 ","0610","X",1,213,183,30,2,1,0,302,216,,
"20","007","007","0018 ","0611","X",1,233,197,36,2,0,0,299,235,,
"20","007","007","0018 ","0612","X",4,285,246,39,4,0,0,300,0,,
"20","007","007","0018 ","0613","X",1,247,194,53,1,1,0,300,249,,
"20","007","007","0018 ","0614","X",1,235,200,35,2,0,0,300,237,,
"20","007","007","0018 ","0615","X",1,247,199,48,3,0,0,301,251,,
"20","007","007","0018 ","0616","X",1,257,220,37,1,0,0,301,0,,
"20","007","007","0018 ","0617","X",1,236,196,40,1,0,0,301,237,,
"20","007","007","0018 ","0618","X",1,230,194,36,1,0,0,303,227,,
"20","007","007","0018 ","0619","X",1,236,196,40,4,0,0,302,240,,
"20","007","007","0018 ","0620","X",1,232,184,48,1,1,0,301,244,,
"20","007","007","0018 ","0621","X",1,236,196,40,2,0,0,301,238,,
"20","007","007","0018 ","0622","X",1,235,181,54,2,0,0,301,252,,
"20","007","007","0018 ","0623","X",1,227,194,33,3,0,0,302,230,,
"20","007","007","0018 ","0624","X",1,249,200,49,1,0,0,305,250,,
"20","007","007","0018 ","0625","X",1,247,203,44,1,0,0,301,0,,
"20","007","007","0018 ","0626","X",1,244,180,64,2,1,0,300,247,,
"20","007","007","0018 ","0627","X",1,245,203,42,0,1,0,300,246,,
"20","007","007","0018 ","0628","X",1,252,199,53,1,0,0,300,253,,
"20","007","007","0018 ","0629","X",1,225,186,39,4,1,0,300,230,,
"20","007","007","0018 ","0630","X",1,256,205,51,0,1,0,300,0,,
"20","007","007","0018 ","0631","X",1,125,101,24,6,0,0,302,232,,
"20","007","007","0018 ","0632","X",1,234,186,48,3,0,0,300,237,,
"20","007","007","0018 ","0633","X",1,222,183,39,0,0,0,300,222,,
"20","007","007","0018 ","0634","X",1,223,195,28,4,0,0,300,231,,
"20","007","007","0018 ","0635","X",1,216,172,44,5,0,0,301,0,,
"20","007","007","0018 ","0636","X",1,226,187,39,2,0,0,300,228,,
"20","007","007","0018 ","0637","X",1,230,183,47,2,0,0,300,232,,
"20","007","007","0018 ","0638","X",1,226,184,42,2,0,0,300,0,,
"20","007","007","0018 ","0639","X",1,231,202,29,1,1,0,302,0,,
"20","007","007","0018 ","0640","X",1,237,194,43,7,0,0,300,244,,
"20","007","007","0018 ","0641","X",1,245,193,52,2,0,0,299,0,,
"20","007","007","0018 ","0642","X",1,235,209,26,2,1,0,301,238,,
"20","007","007","0018 ","0643","X",1,233,188,45,1,1,0,302,235,,
"20","007","007","0018 ","0644","X",1,231,185,46,0,0,0,300,231,,
"20","007","007","0018 ","0645","X",1,245,210,35,6,0,0,300,251,,
"20","007","007","0018 ","0646","X",1,226,188,38,1,0,0,301,227,,
"20","007","007","0018 ","0647","X",1,229,202,27,0,1,0,304,232,,
"20","007","007","0018 ","0648","X",1,240,197,43,4,0,0,300,244,,
"20","007","007","0018 ","0649","X",1,243,193,50,5,0,0,301,248,,
"20","007","007","0018 ","0650","X",4,361,203,158,2,0,0,300,252,,
"20","007","007","0018 ","0651","X",1,228,173,55,1,0,0,300,229,,
"20","007","007","0018 ","0652","X",1,235,194,41,10,2,0,301,247,,
"20","007","007","0018 ","0653","X",1,227,193,34,4,2,0,301,233,,
"20","007","007","0018 ","0654","X",1,229,190,39,3,0,0,302,232,,
"20","007","007","0018 ","0655","X",1,240,195,45,0,1,0,301,0,,
"20","007","007","0018 ","0656","X",1,242,208,34,1,0,0,300,243,,
"20","007","007","0018 ","0657","X",1,241,200,41,6,0,0,300,247,,
"20","007","007","0018 ","0658","X",1,254,207,47,4,0,0,302,258,,
"20","007","007","0018 ","0659","X",1,243,205,38,2,0,0,300,245,,
"20","007","007","0018 ","0660","X",1,235,181,54,0,0,0,300,235,,
"20","007","007","0018 ","0661","X",1,224,182,42,3,0,0,303,228,,
"20","007","007","0018 ","0662","X",1,229,197,32,2,0,0,302,225,,
"20","007","007","0018 ","0663","X",1,234,196,38,2,0,0,300,236,,
"20","007","007","0018 ","0664","X",1,257,208,49,2,0,0,300,258,,
"20","007","007","0018 ","0665","X",1,248,202,46,1,0,0,299,249,,
"20","007","007","0018 ","0666","X",1,237,203,34,3,2,0,300,241,,
"20","007","007","0018 ","0667","X",1,247,198,49,2,0,0,302,249,,
"20","007","007","0018 ","0668","X",1,232,192,40,4,0,0,299,236,,
"20","007","007","0018 ","0669","X",1,245,203,42,2,0,0,302,247,,
"20","007","007","0018 ","0670","X",1,200,163,37,0,0,0,301,251,,
"20","007","007","0018 ","0671","X",1,233,196,37,1,0,0,303,234,,
"20","007","007","0018 ","0672","X",1,230,200,30,2,0,0,301,0,,
"20","007","007","0018 ","0673","X",1,235,207,28,2,0,0,300,237,,
"20","007","007","0018 ","0674","X",1,253,200,53,1,0,0,302,243,,
"20","007","007","0018 ","0675","X",1,237,201,36,2,0,0,303,239,,
"20","007","007","0018 ","0676","X",1,280,235,45,1,0,0,300,233,,
"20","007","007","0018 ","0677","X",1,226,199,27,3,0,0,303,229,,
"20","007","007","0018 ","0678","X",1,243,202,41,1,0,0,299,243,,
"20","007","007","0018 ","0679","X",1,243,194,49,2,0,0,302,236,,
"20","007","007","0018 ","0680","X",1,148,113,35,3,1,0,306,235,,
"20","007","007","0018 ","0681","X",4,309,170,139,1,0,0,300,216,,
"20","007","007","0018 ","0682","X",1,246,201,45,0,0,0,300,246,,
"20","007","007","0018 ","0683","X",1,236,211,25,8,0,0,303,244,,
"20","007","007","0018 ","0684","X",1,237,199,38,4,0,0,300,241,,
"20","007","007","0018 ","0685","X",1,226,203,23,4,1,0,303,0,,
"20","007","007","0018 ","0686","X",1,219,179,40,2,0,0,301,233,,
"20","007","007","0018 ","0687","X",1,243,203,40,1,1,0,301,245,,
"20","007","007","0018 ","0688","X",1,215,166,49,2,1,0,302,218,,
"20","007","007","0018 ","0689","X",1,238,197,41,2,0,0,302,238,,
"20","007","007","0018 ","0690","X",1,242,202,40,3,0,0,302,245,,
"20","007","007","0018 ","0691","X",1,163,136,27,4,0,0,306,218,,
"20","007","007","0018 ","0692","X",1,233,169,64,2,0,0,302,235,,
"20","007","007","0018 ","0693","X",1,216,182,34,2,0,0,299,218,,
"20","007","007","0018 ","0694","X",1,229,192,37,6,0,0,300,235,,
"20","007","007","0018 ","0695","X",1,238,204,34,4,0,0,302,242,,
"20","007","007","0018 ","0696","X",1,222,174,48,3,0,0,299,214,,
"20","007","007","0018 ","0697","X",1,216,214,2,0,1,0,302,217,,
"20","007","007","0018 ","0698","X",1,205,163,42,4,0,0,301,216,,
"20","007","007","0018 ","0699","X",4,240,198,42,2,0,0,300,242,,
"20","007","007","0018 ","0700","X",1,248,193,55,1,0,0,303,248,,
"20","007","007","0018 ","0701","X",1,253,213,40,2,0,0,300,255,,
"20","007","007","0018 ","0702","X",1,243,197,46,1,0,0,303,244,,
"20","007","007","0018 ","0703","X",1,249,189,60,4,0,0,299,253,,
"20","007","007","0018 ","0704","X",1,250,206,44,2,0,0,301,252,,
"20","007","007","0018 ","0705","X",1,216,181,35,7,0,0,300,223,,
"20","007","007","0018 ","0706","X",1,223,192,31,3,0,0,299,227,,
"20","007","007","0018 ","0707","X",1,237,195,42,4,0,0,300,241,,
"20","007","007","0018 ","0708","X",1,252,210,42,3,0,0,300,255,,
"20","007","007","0018 ","0709","X",1,227,191,36,0,0,0,300,0,,
"20","007","007","0018 ","0710","X",1,127,109,18,3,0,0,302,217,,
"20","007","007","0018 ","0711","X",1,220,180,40,3,0,0,300,223,,
"20","007","007","0018 ","0712","X",1,244,185,59,0,0,0,302,244,,
"20","007","007","0018 ","0713","X",1,230,187,43,0,0,0,299,230,,
"20","007","007","0018 ","0714","X",1,234,199,35,2,0,0,301,236,,
"20","007","007","0018 ","0715","X",1,233,198,35,2,0,0,301,235,,
"20","007","007","0018 ","0716","X",1,239,204,35,4,0,0,302,243,,
"20","007","007","0018 ","0717","X",1,244,199,45,0,0,0,299,244,,
"20","007","007","0018 ","0718","X",1,232,194,38,1,0,0,300,233,,
"20","007","007","0018 ","0719","X",1,240,200,40,3,0,0,301,243,,
"20","007","007","0018 ","0720","X",1,217,193,24,2,0,0,303,229,,
"20","007","007","0018 ","0721","X",1,181,181,0,0,0,0,303,225,,
"20","007","007","0018 ","0722","X",1,230,193,37,2,0,0,303,233,,
"20","007","007","0018 ","0723","X",1,249,203,46,0,0,0,300,249,,
"20","007","007","0018 ","0724","X",1,236,198,38,7,0,0,301,243,,
"20","007","007","0018 ","0725","X",1,219,177,42,6,0,0,300,225,,
"20","007","007","0018 ","0726","X",1,235,195,40,0,0,0,303,237,,
"20","007","007","0018 ","0727","X",1,225,176,49,3,0,0,301,228,,
"20","007","007","0018 ","0728","X",1,247,213,34,5,0,0,301,252,,
"20","007","007","0018 ","0729","X",1,257,216,41,3,1,1,299,262,,
"20","007","007","0018 ","0730","X",1,244,189,55,4,0,0,298,248,,
"20","007","007","0018 ","0731","X",1,215,182,33,2,1,0,301,239,,
"20","007","007","0018 ","0732","X",1,242,204,38,1,0,0,300,243,,
"20","007","007","0018 ","0733","X",1,250,192,58,0,0,0,301,250,,
"20","007","007","0018 ","0734","X",1,249,205,44,3,0,0,299,252,,
"20","007","007","0018 ","0735","X",1,248,197,51,0,0,0,299,248,,
"20","007","007","0018 ","0736","X",1,230,199,31,3,0,0,300,0,,
"20","007","007","0018 ","0737","X",1,263,213,50,1,0,0,302,264,,
"20","007","007","0018 ","0738","X",1,233,192,41,0,1,0,300,234,,
"20","007","007","0018 ","0739","X",1,249,208,41,2,0,0,299,250,,
"20","007","007","0018 ","0740","X",1,252,207,45,5,0,0,300,257,,
"20","007","007","0018 ","0741","X",1,242,193,49,3,0,0,300,245,,
"20","007","007","0018 ","0742","X",1,233,186,47,2,0,0,300,235,,
"20","007","007","0018 ","0743","X",1,219,184,35,1,0,0,300,220,,
"20","007","007","0018 ","0744","X",1,227,195,32,3,0,0,300,230,,
"20","007","007","0018 ","0745","X",1,236,207,29,3,1,0,300,242,,
"20","007","007","0018 ","0746","X",1,242,188,54,3,0,0,302,245,,
"20","007","007","0018 ","0747","X",1,218,193,25,2,0,0,300,220,,
"20","007","007","0018 ","0748","X",1,214,184,30,5,0,0,300,220,,
"20","007","007","0018 ","0749","X",1,219,188,31,5,0,1,300,225,,
"20","007","007","0018 ","0750","X",1,232,207,25,0,0,0,301,232,,
"20","007","007","0018 ","0751","X",1,205,176,29,3,0,0,273,207,,
"20","007","007","0018 ","0752","X",1,197,163,34,2,0,0,273,209,,
"20","007","007","0019 ","0753","X",0,0,0,0,0,0,0,63,0,,
"20","007","007","0020 ","0754","X",1,25,16,9,1,0,0,50,29,,
"20","007","008","0021 ","0755","X",1,229,180,49,5,0,0,303,234,,
"20","007","008","0021 ","0756","X",1,237,184,53,1,0,0,301,0,,
"20","007","008","0021 ","0757","X",1,223,169,54,3,0,0,304,226,,
"20","007","008","0021 ","0758","X",1,229,184,45,2,0,0,303,231,,
"20","007","008","0021 ","0759","X",1,226,176,50,0,0,0,302,226,,
"20","007","008","0021 ","0760","X",1,219,150,69,1,0,0,304,220,,
"20","007","008","0021 ","0761","X",1,234,180,54,2,0,0,298,236,,
"20","007","008","0021 ","0762","X",1,231,184,47,4,0,0,303,241,,
"20","007","008","0021 ","0763","X",1,224,182,42,2,0,0,304,226,,
"20","007","008","0021 ","0764","X",1,223,188,35,2,0,0,304,225,,
"20","007","008","0021 ","0765","X",1,231,190,41,1,0,0,304,232,,
"20","007","008","0021 ","0766","X",1,234,186,48,5,0,0,301,239,,
"20","007","008","0021 ","0767","X",1,239,192,47,2,0,0,303,241,,
"20","007","008","0021 ","0768","X",1,235,185,50,1,0,0,304,236,,
"20","007","008","0021 ","0769","X",1,231,183,48,0,0,0,298,231,,
"20","007","008","0021 ","0770","X",1,229,179,50,2,0,0,301,231,,
"20","007","008","0021 ","0771","X",1,231,184,47,1,1,0,301,233,,
"20","007","008","0021 ","0772","X",1,232,190,42,4,0,0,303,236,,
"20","007","008","0021 ","0773","X",0,0,0,0,0,0,0,303,0,,
"20","007","008","0021 ","0774","X",1,221,171,50,5,0,0,301,226,,
"20","007","008","0021 ","0775","X",1,211,159,52,4,0,0,301,215,,
"20","007","008","0021 ","0776","X",1,184,151,33,0,0,0,305,219,,
"20","007","008","0021 ","0777","X",1,228,175,53,4,0,0,304,232,,
"20","007","008","0021 ","0778","X",1,234,189,45,0,0,0,305,234,,
"20","007","008","0021 ","0779","X",1,235,190,45,3,0,0,302,238,,
"20","007","008","0021 ","0780","X",1,228,184,44,7,0,0,302,235,,
"20","007","008","0021 ","0781","X",1,225,180,45,10,0,0,303,235,,
"20","007","008","0021 ","0782","X",1,222,159,63,1,0,0,305,218,,
"20","007","008","0021 ","0783","X",1,219,178,41,1,0,0,301,223,,
"20","007","008","0021 ","0784","X",1,156,126,30,0,0,0,216,156,,
"20","007","008","0021 ","0785","X",1,167,135,32,1,0,0,219,168,,
"20","007","008","0021A","0786","X",1,0,0,0,0,0,0,8,2,,
"20","007","009","0021B","0787","X",1,235,198,37,2,0,0,304,0,,
"20","007","009","0021B","0788","X",1,230,185,45,7,0,0,305,237,,
"20","007","009","0021B","0789","X",1,236,209,27,3,0,0,303,239,,
"20","007","009","0021B","0790","X",1,220,196,24,4,0,0,308,223,,
"20","007","009","0021B","0791","X",1,245,202,43,2,0,0,305,247,,
"20","007","009","0021B","0792","X",1,234,204,30,4,0,0,301,238,,
"20","007","009","0021B","0793","X",4,249,206,43,0,0,0,308,249,,
"20","007","009","0021B","0794","X",1,234,199,35,1,0,0,302,235,,
"20","007","009","0021B","0795","X",1,226,199,27,1,0,0,304,227,,
"20","007","009","0021B","0796","X",1,208,185,23,5,0,0,302,213,,
"20","007","009","0021B","0797","X",4,234,204,30,5,0,0,308,239,,
"20","007","009","0021B","0798","X",1,225,194,31,2,0,0,300,227,,
"20","007","009","0021B","0799","X",1,220,188,32,3,1,0,302,224,,
"20","007","009","0021B","0800","X",1,221,180,41,3,0,0,304,224,,
"20","007","009","0021B","0801","X",1,224,201,23,2,0,0,302,226,,
"20","007","009","0021B","0802","X",1,244,214,30,1,0,0,299,245,,
"20","007","009","0021B","0803","X",1,225,181,44,2,0,0,307,227,,
"20","007","009","0021B","0804","X",1,235,215,20,4,0,0,305,232,,
"20","007","009","0021B","0805","X",1,240,210,30,2,0,0,307,240,,
"20","007","009","0021B","0806","X",1,227,207,20,0,0,0,303,220,,
"20","007","009","0021B","0807","X",1,219,195,24,3,0,0,304,220,,
"20","007","009","0021B","0808","X",1,232,196,36,8,0,0,302,237,,
"20","007","009","0021B","0809","X",1,148,126,22,3,0,0,218,141,,
"20","007","009","0021B","0810","X",1,172,152,20,3,0,0,227,175,,
